player_id,player_url,fifa_version,fifa_update,fifa_update_date,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,league_id,league_name,league_level,club_team_id,club_name,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url
270180,/player/270180/magaly-raguin/230003,23,3,2022-09-28,M. Raguin,Magaly Raguin,"CM, CAM",67,69,1300000.0,500.0,26,1996-02-29,172,59,2218.0,Feminine Division 1,1.0,116038.0,Bordeaux W,SUB,21.0,,2022-08-01,2027.0,18,France,,,,Right,3,3,1,High/High,Normal (170-185),No,2800000.0,,Speed Dribbler (AI),69.0,60.0,67.0,68.0,60.0,67.0,65,62,61,70,47,70,51,59,67,66,72,66,68,65,66,60,67,68,70,58,58,66,67,69,57,64.0,60,57,51,16,16,17,7,16,,65+2,65+2,65+2,67,66,66,66,67,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,64+2,64+2,64+2,64+2,64+2,63+2,62+2,62+2,62+2,63+2,20+2,https://cdn.sofifa.net/players/270/180/23_120.png
270170,/player/270170/anne-olivia-marlier/230003,23,3,2022-09-28,A. Marlier,Anne-Olivia Marlier,CB,66,69,1000000.0,500.0,26,1996-02-29,175,68,2218.0,Feminine Division 1,1.0,116386.0,Rodez W,SUB,27.0,,2022-08-01,2027.0,18,France,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,2300000.0,,,69.0,30.0,48.0,50.0,68.0,63.0,35,28,67,65,25,45,38,24,49,56,68,69,45,63,57,36,74,55,69,25,56,66,43,41,33,54.0,69,69,63,10,5,7,9,6,,49+2,49+2,49+2,49,49,49,49,49,50+2,50+2,50+2,51+2,53+2,53+2,53+2,51+2,60+2,61+2,61+2,61+2,60+2,62+2,66+2,66+2,66+2,62+2,14+2,https://cdn.sofifa.net/players/270/170/23_120.png
270166,/player/270166/jeanne-le-montraux/230003,23,3,2022-09-28,J. Le Montraux,Jeanne Le Montraux,LB,64,66,675000.0,500.0,26,1996-02-29,163,56,2218.0,Feminine Division 1,1.0,116039.0,Dijon W,SUB,18.0,,2022-08-01,2027.0,18,France,,,,Left,3,2,1,High/Medium,Stocky (170-),No,1500000.0,,,72.0,35.0,53.0,58.0,59.0,64.0,54,30,55,62,41,57,47,25,56,59,70,73,54,63,68,52,58,68,64,24,59,65,45,40,45,63.0,51,63,62,10,11,6,9,10,,51+2,51+2,51+2,54,52,52,52,54,52+2,52+2,52+2,57+2,55+2,55+2,55+2,57+2,62+2,60+2,60+2,60+2,62+2,62+2,60+2,60+2,60+2,62+2,16+2,https://cdn.sofifa.net/players/270/166/23_120.png
270167,/player/270167/priscilla-roudaut/230003,23,3,2022-09-28,P. Roudaut,Priscilla Roudaut,CM,64,71,1200000.0,500.0,22,2000-02-29,162,58,2218.0,Feminine Division 1,1.0,116037.0,Montpellier W,SUB,17.0,,2022-08-01,2027.0,18,France,,,,Right,3,3,1,Medium/Medium,Normal (170-),No,2800000.0,,,58.0,61.0,65.0,60.0,56.0,58.0,62,63,46,66,62,60,45,45,70,63,61,55,58,50,59,60,59,69,47,62,73,59,57,70,43,58.0,53,59,57,10,12,7,6,5,,58+2,58+2,58+2,61,60,60,60,61,62+2,62+2,62+2,62+2,64+2,64+2,64+2,62+2,60+2,61+2,61+2,61+2,60+2,59+2,56+2,56+2,56+2,59+2,13+2,https://cdn.sofifa.net/players/270/167/23_120.png
270168,/player/270168/ariane-dumay/230003,23,3,2022-09-28,A. Dumay,Ariane Dumay,ST,64,66,725000.0,500.0,26,1996-02-29,162,58,2218.0,Feminine Division 1,1.0,116039.0,Dijon W,SUB,15.0,,2022-08-01,2027.0,18,France,,,,Right,3,3,1,Medium/Medium,Normal (170-),No,1600000.0,,,59.0,64.0,53.0,60.0,22.0,47.0,31,68,67,67,48,59,38,57,51,64,65,54,52,65,59,64,68,34,56,62,34,20,63,54,58,57.0,19,15,10,13,9,7,8,5,,64+2,64+2,64+2,59,63,63,63,59,61+2,61+2,61+2,57+2,55+2,55+2,55+2,57+2,38+2,40+2,40+2,40+2,38+2,37+2,36+2,36+2,36+2,37+2,15+2,https://cdn.sofifa.net/players/270/168/23_120.png
227270,/player/227270/ellen-white/230001,23,1,2022-09-01,E. White,Ellen Toni White Convery,"ST, LW",83,83,23000000.0,2000.0,33,1989-05-09,170,62,2216.0,Women's Super League,1.0,116017.0,Manchester City W,ST,18.0,,2019-07-01,2023.0,14,England,113002.0,ST,9.0,Right,3,3,2,High/Medium,Normal (170-),Yes,48300000.0,,Finesse Shot,85.0,82.0,70.0,78.0,42.0,79.0,66,80,80,80,85,78,68,68,58,81,85,85,68,84,66,86,73,79,83,83,69,26,89,67,70,84.0,44,39,35,9,16,16,9,15,,83,83,83,79,81,81,81,79,78+2,78+2,78+2,78+2,72+2,72+2,72+2,78+2,62+2,59+2,59+2,59+2,62+2,59+2,56+2,56+2,56+2,59+2,20+2,https://cdn.sofifa.net/players/227/270/23_120.png
241844,/player/241844/sara-bjork-gunnarsdottir/230001,23,1,2022-09-01,S. Gunnarsdóttir,Sara Björk Gunnarsdóttir,CM,80,80,,,31,1990-09-29,175,67,,,,,,,,,,,24,Iceland,116428.0,LDM,7.0,Right,3,3,1,Medium/Medium,Normal (170-185),No,,,,54.0,69.0,75.0,73.0,76.0,80.0,59,67,49,82,52,75,53,55,84,77,65,45,58,84,55,72,67,77,81,74,85,85,77,81,59,75.0,78,79,72,6,9,6,10,6,,70+2,70+2,70+2,72,74,74,74,72,76+2,76+2,76+2,73+2,80,80,80,73+2,74+2,81-1,81-1,81-1,74+2,73+2,76+2,76+2,76+2,73+2,16+2,https://cdn.sofifa.net/players/241/844/23_120.png
227262,/player/227262/jill-scott/230001,23,1,2022-09-01,J. Scott,Jill Louise Scott,"CM, CDM, CB",78,78,,,35,1987-02-02,182,68,,,,,,,,,,,14,England,113002.0,SUB,16.0,Right,3,4,3,Medium/Medium,Lean (170-185),Yes,,,Team Player,49.0,71.0,69.0,74.0,73.0,83.0,50,69,71,78,54,78,49,52,75,80,57,43,49,84,38,78,84,78,89,75,73,65,78,78,60,80.0,74,81,66,10,15,12,17,9,,74+3,74+3,74+3,71,75,75,75,71,75+3,75+3,75+3,72+3,78,78,78,72+3,69+3,76+2,76+2,76+2,69+3,69+3,75+3,75+3,75+3,69+3,21+3,https://cdn.sofifa.net/players/227/262/23_120.png
226940,/player/226940/jun-ma/230001,23,1,2022-09-01,Ma Jun,马君,CM,77,77,,,33,1989-03-06,173,55,,,,,,,,,,,155,China PR,113001.0,SUB,20.0,Right,3,3,2,Medium/Medium,Normal (170-185),No,,,Finesse Shot,79.0,70.0,71.0,75.0,74.0,71.0,50,73,72,79,45,74,69,58,78,77,78,80,73,79,72,69,79,80,71,72,59,80,74,76,67,68.0,64,79,75,17,8,16,7,12,,74+2,74+2,74+2,74,76,76,76,74,76+1,76+1,76+1,74+2,77,77,77,74+2,74+2,76+1,76+1,76+1,74+2,74+2,74+2,74+2,74+2,74+2,19+2,https://cdn.sofifa.net/players/226/940/23_120.png
265345,/player/265345/chloe-peplow/230001,23,1,2022-09-01,C. Peplow,Chloe Peplow,CM,75,82,11000000.0,700.0,23,1998-12-03,175,66,2216.0,Women's Super League,1.0,116018.0,Reading W,SUB,4.0,,2021-07-08,2023.0,14,England,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,25300000.0,,,62.0,64.0,68.0,73.0,72.0,67.0,49,61,65,78,43,74,45,48,76,77,63,61,62,69,67,71,73,69,68,66,59,76,77,75,55,66.0,69,75,69,11,8,7,13,6,,69+2,69+2,69+2,69,72,72,72,69,73+2,73+2,73+2,70+2,75+2,75+2,75+2,70+2,69+2,73+2,73+2,73+2,69+2,69+2,70+2,70+2,70+2,69+2,16+2,https://cdn.sofifa.net/players/265/345/23_120.png
271054,/player/271054/yeeun-park/230001,23,1,2022-09-01,Park Yeeun,Yeeun Park,CM,74,78,6000000.0,750.0,25,1996-10-17,164,58,2216.0,Women's Super League,1.0,116013.0,Brighton & Hove Albion W,SUB,10.0,,2022-08-01,2024.0,167,Korea Republic,,,,Right,3,3,1,Medium/Medium,Normal (170-),No,13700000.0,,,70.0,70.0,75.0,73.0,58.0,61.0,71,71,50,79,62,75,71,72,74,76,71,69,66,70,60,67,57,67,63,72,49,64,77,75,67,62.0,51,64,57,9,11,5,14,13,,70+2,70+2,70+2,74,73,73,73,74,75+2,75+2,75+2,74+2,74+2,74+2,74+2,74+2,67+2,67+2,67+2,67+2,67+2,65+2,60+2,60+2,60+2,65+2,18+2,https://cdn.sofifa.net/players/271/054/23_120.png
265712,/player/265712/qingtong-li/230001,23,1,2022-09-01,Li Qingtong,李晴潼,CB,73,80,,,23,1999-04-14,171,59,,,,,,,,,,,155,China PR,113001.0,SUB,17.0,Right,3,2,1,Medium/Medium,Normal (170-185),No,,,,65.0,26.0,44.0,44.0,74.0,69.0,26,23,72,67,23,25,28,26,44,60,58,70,51,72,74,31,75,61,70,25,77,76,27,28,34,53.0,71,78,73,15,7,14,15,11,,45+2,45+2,45+2,43,44,44,44,43,45+2,45+2,45+2,46+2,51+2,51+2,51+2,46+2,62+2,66+2,66+2,66+2,62+2,66+2,73+2,73+2,73+2,66+2,19+2,https://cdn.sofifa.net/players/265/712/23_120.png
270188,/player/270188/mary-riverflow/230001,23,1,2022-09-01,M. Riverflow,Mary Riverflow,"RM, LM",73,73,3300000.0,700.0,26,1996-02-29,157,53,2216.0,Women's Super League,1.0,116016.0,Everton W,SUB,77.0,,2022-07-01,2023.0,14,England,,,,Right,4,3,1,High/High,Lean (170-),No,6900000.0,,Long Shot Taker (AI),78.0,67.0,70.0,70.0,40.0,42.0,71,70,32,75,55,71,56,59,73,70,79,78,69,69,69,59,34,55,34,71,50,14,77,66,64,64.0,63,37,35,12,13,12,12,15,,65+2,65+2,65+2,72,71,71,71,72,72+1,72+1,72+1,72+1,66+2,66+2,66+2,72+1,56+2,53+2,53+2,53+2,56+2,53+2,43+2,43+2,43+2,53+2,19+2,https://cdn.sofifa.net/players/270/188/23_120.png
264905,/player/264905/jade-le-guilly/230001,23,1,2022-09-01,J. Le Guilly,Jade Le Guilly,"RB, LB",70,81,3300000.0,500.0,20,2002-06-18,171,63,2218.0,Feminine Division 1,1.0,116034.0,Paris SG W,SUB,28.0,,2021-02-08,2024.0,18,France,,,,Right,3,2,1,Medium/Medium,Lean (170-185),No,7400000.0,,,63.0,51.0,64.0,64.0,70.0,59.0,68,49,64,72,46,59,61,49,54,67,66,60,71,67,69,59,55,64,58,46,56,71,53,57,52,59.0,69,72,66,9,14,11,7,15,,59+2,59+2,59+2,61,60,60,60,61,61+2,61+2,61+2,62+2,63+2,63+2,63+2,62+2,67+2,66+2,66+2,66+2,67+2,68+2,66+2,66+2,66+2,68+2,17+2,https://cdn.sofifa.net/players/264/905/23_120.png
265313,/player/265313/elisha-ndow/230001,23,1,2022-09-01,E. N'Dow,Elisha N'Dow,CB,70,73,1900000.0,500.0,25,1996-10-13,178,59,2216.0,Women's Super League,1.0,116015.0,Aston Villa W,SUB,5.0,,2016-01-16,2023.0,14,England,,,,Right,3,2,1,Medium/Medium,Lean (170-185),No,4100000.0,,,53.0,42.0,57.0,57.0,70.0,75.0,55,35,78,65,51,54,47,52,57,55,51,55,73,60,51,48,68,64,80,46,76,63,41,48,50,65.0,70,70,72,7,10,15,8,11,,53+2,53+2,53+2,52,51,51,51,52,53+2,53+2,53+2,54+2,56+2,56+2,56+2,54+2,62+2,64+2,64+2,64+2,62+2,64+2,70+2,70+2,70+2,64+2,15+2,https://cdn.sofifa.net/players/265/313/23_120.png
267669,/player/267669/shuhui-yang/230001,23,1,2022-09-01,Yang Shuhui,杨淑慧,"LB, RB",69,76,2700000.0,500.0,21,2000-10-28,164,58,2218.0,Feminine Division 1,1.0,116041.0,Soyaux W,RB,23.0,,2022-01-01,2023.0,155,China PR,,,,Right,4,2,1,High/Medium,Normal (170-),No,6500000.0,,Early Crosser,73.0,42.0,57.0,63.0,65.0,54.0,62,33,48,67,36,59,53,37,45,66,74,72,71,63,72,57,61,68,46,47,55,67,42,51,46,54.0,65,67,72,11,6,12,10,13,,52+2,52+2,52+2,58,56,56,56,58,57+2,57+2,57+2,59+2,58+2,58+2,58+2,59+2,67+2,62+2,62+2,62+2,67+2,67+2,62+2,62+2,62+2,67+2,16+2,https://cdn.sofifa.net/players/267/669/23_120.png
270200,/player/270200/penelope-darksand/230001,23,1,2022-09-01,P. Darksand,Penelope Darksand,GK,68,68,1100000.0,500.0,22,2000-02-29,172,68,2216.0,Women's Super League,1.0,116016.0,Everton W,SUB,66.0,,2022-08-09,2027.0,14,England,,,,Right,2,1,1,Medium/Medium,Stocky (170-185),No,2300000.0,,,,,,,,,11,9,13,26,7,14,15,14,23,19,33,40,29,65,49,50,61,27,65,8,29,16,9,38,16,33.0,15,16,13,65,65,66,68,69,37.0,25+2,25+2,25+2,23,25,25,25,23,25+2,25+2,25+2,24+2,25+2,25+2,25+2,24+2,23+2,26+2,26+2,26+2,23+2,23+2,26+2,26+2,26+2,23+2,67+1,https://cdn.sofifa.net/players/270/200/23_120.png
270197,/player/270197/bella-charchring/230001,23,1,2022-09-01,B. Charchring,Bella Charchring,"LB, LWB",66,66,850000.0,500.0,26,1996-02-29,167,60,2216.0,Women's Super League,1.0,116016.0,Everton W,SUB,71.0,,2022-07-01,2023.0,14,England,,,,Left,2,2,1,High/Medium,Lean (170-),No,1800000.0,,,71.0,38.0,61.0,62.0,62.0,60.0,66,39,52,68,34,60,37,40,64,64,68,74,60,63,76,34,62,65,58,33,59,63,62,52,45,54.0,61,64,62,13,9,13,6,6,,54+2,54+2,54+2,60,57,57,57,60,59+2,59+2,59+2,62+2,61+2,61+2,61+2,62+2,65+1,63+2,63+2,63+2,65+1,64+2,61+2,61+2,61+2,64+2,15+2,https://cdn.sofifa.net/players/270/197/23_120.png
270174,/player/270174/lou-andrea-bernadet/230001,23,1,2022-09-01,L. Bernadet,Lou-Andréa Bernadet,CB,64,66,650000.0,500.0,26,1996-02-29,172,61,2218.0,Feminine Division 1,1.0,116416.0,Le Havre W,SUB,4.0,,2022-08-01,2027.0,18,France,,,,Right,3,2,1,Medium/Medium,Lean (170-185),No,1500000.0,,,55.0,35.0,49.0,60.0,61.0,73.0,55,25,60,58,25,57,37,45,49,64,54,55,60,54,67,51,78,55,79,45,77,57,24,31,48,59.0,56,64,72,8,17,8,9,13,,47+2,47+2,47+2,49,47,47,47,49,48+2,48+2,48+2,50+2,51+2,51+2,51+2,50+2,59+2,59+2,59+2,59+2,59+2,60+2,64+2,64+2,64+2,60+2,16+2,https://cdn.sofifa.net/players/270/174/23_120.png
270157,/player/270157/paige-fallsworth/230001,23,1,2022-09-01,P. Fallsworth,Paige Fallsworth,CB,63,64,475000.0,500.0,18,2004-02-29,163,51,2216.0,Women's Super League,1.0,116013.0,Brighton & Hove Albion W,SUB,77.0,,2022-08-03,2023.0,14,England,,,,Right,4,2,1,Medium/Medium,Normal (170-),No,1100000.0,,,68.0,56.0,59.0,59.0,66.0,54.0,57,56,60,61,56,56,54,61,56,63,69,67,60,65,55,53,55,55,53,54,56,64,78,61,58,58.0,68,67,67,11,15,16,7,13,,61+2,61+2,61+2,62,63,63,63,62,62+2,62+2,62+2,62+2,61+2,61+2,61+2,62+2,63+1,62+2,62+2,62+2,63+1,64,63+1,63+1,63+1,64,18+2,https://cdn.sofifa.net/players/270/157/23_120.png
265302,/player/265302/grace-garrad/230001,23,1,2022-09-01,G. Garrad,Grace Garrad,CM,59,73,525000.0,500.0,19,2003-06-19,173,69,2216.0,Women's Super League,1.0,116014.0,West Ham W,SUB,25.0,,2021-08-19,2023.0,14,England,,,,Left,3,2,1,Medium/Medium,Normal (170-185),No,1400000.0,,,49.0,56.0,59.0,59.0,56.0,65.0,50,53,43,63,52,55,51,53,63,58,64,37,74,56,57,64,51,53,75,56,57,52,56,61,56,66.0,58,58,60,11,10,7,8,6,,56+2,56+2,56+2,56,56,56,56,56,58+2,58+2,58+2,56+2,59+2,59+2,59+2,56+2,55+2,59+2,59+2,59+2,55+2,55+2,57+2,57+2,57+2,55+2,14+2,https://cdn.sofifa.net/players/265/302/23_120.png
265199,/player/265199/rhiannon-stewart/230001,23,1,2022-09-01,R. Stewart,Rhiannon Stewart,GK,57,73,375000.0,500.0,19,2002-12-15,177,66,2216.0,Women's Super League,1.0,116018.0,Reading W,SUB,21.0,,2022-07-29,2026.0,14,England,,,,Right,3,1,1,Medium/Medium,Normal (170-185),No,1000000.0,,,,,,,,,5,6,7,51,5,22,24,22,45,25,34,35,37,52,68,44,57,24,66,13,45,6,7,49,49,46.0,14,8,12,53,57,58,58,57,35.0,25+2,25+2,25+2,26,28,28,28,26,32+2,32+2,32+2,29+2,33+2,33+2,33+2,29+2,22+2,30+2,30+2,30+2,22+2,21+2,24+2,24+2,24+2,21+2,56+2,https://cdn.sofifa.net/players/265/199/23_120.png
265308,/player/265308/maisy-barker/230001,23,1,2022-09-01,M. Barker,Maisy Barker,RB,57,66,350000.0,500.0,20,2002-03-25,169,61,2216.0,Women's Super League,1.0,116014.0,West Ham W,SUB,27.0,,2020-07-01,2023.0,14,England,,,,Right,3,2,1,Medium/Medium,Normal (170-),No,805000.0,,,54.0,49.0,55.0,59.0,55.0,61.0,59,48,50,59,56,58,64,45,51,56,53,55,62,58,66,57,41,48,71,42,58,59,44,48,48,72.0,60,50,51,8,13,10,11,14,,53+2,53+2,53+2,54,53,53,53,54,53+2,53+2,53+2,54+2,53+2,53+2,53+2,54+2,56+2,56+2,56+2,56+2,56+2,55+2,56+2,56+2,56+2,55+2,17+2,https://cdn.sofifa.net/players/265/308/23_120.png
226330,/player/226330/tobin-heath/220069,22,69,2022-08-18,T. Heath,Tobin Powell Heath,"LM, RW",89,89,,,33,1988-05-29,168,59,,,,,,,,,,,95,United States,113009.0,RW,17.0,Right,5,5,4,High/High,Lean (170-),Yes,,"#Dribbler, #Crosser, #Acrobat","Flair, Technical Dribbler (AI)",76.0,79.0,88.0,91.0,36.0,64.0,92,79,63,88,81,92,88,79,87,93,77,76,88,86,80,75,58,69,61,77,65,23,88,88,82,92.0,31,38,39,12,7,7,16,8,,80+3,80+3,80+3,87,85,85,85,87,87+2,87+2,87+2,86+3,81+3,81+3,81+3,86+3,65+3,62+3,62+3,62+3,65+3,60+3,50+3,50+3,50+3,60+3,19+3,https://cdn.sofifa.net/players/226/330/22_120.png
226333,/player/226333/julie-ertz/220069,22,69,2022-08-18,J. Ertz,Julie Beth Ertz,"CDM, CB",88,88,,,29,1992-04-06,170,59,,,,,,,,,,,95,United States,113009.0,CDM,8.0,Right,3,3,4,Medium/High,Normal (170-),Yes,,"#Aerial Threat, #Tackling, #Tactician, #Complete Defender",,75.0,66.0,80.0,74.0,87.0,84.0,73,66,91,87,63,70,56,50,85,82,74,76,64,81,69,76,72,83,85,54,86,86,78,83,62,88.0,84,89,85,12,11,9,15,13,,77+3,77+3,77+3,75,77,77,77,75,78+3,78+3,78+3,78+3,81+3,81+3,81+3,78+3,82+3,85+3,85+3,85+3,82+3,83+3,86+2,86+2,86+2,83+3,20+3,https://cdn.sofifa.net/players/226/333/22_120.png
233341,/player/233341/abby-erceg/220069,22,69,2022-08-18,A. Erceg,Abby May Erceg,CB,84,84,,,31,1989-11-20,177,68,,,,,,,,,,,198,New Zealand,113258.0,LCB,8.0,Right,3,2,3,Medium/Medium,Lean (170-185),No,,#Tackling ,Solid Player,64.0,51.0,62.0,67.0,86.0,81.0,46,64,83,75,18,61,45,47,71,73,65,64,58,84,78,45,78,76,83,42,82,84,35,57,50,82.0,89,87,85,11,11,5,8,11,,62+3,62+3,62+3,62,62,62,62,62,64+3,64+3,64+3,64+3,69+3,69+3,69+3,64+3,75+3,80+3,80+3,80+3,75+3,77+3,84,84,84,77+3,18+3,https://cdn.sofifa.net/players/233/341/22_120.png
226331,/player/226331/ashlyn-harris/220069,22,69,2022-08-18,A. Harris,Ashlyn Michelle Harris,GK,83,83,,,35,1985-10-19,175,60,,,,,,,,,,,95,United States,113009.0,SUB,18.0,Right,2,1,3,Medium/Medium,Normal (170-185),Yes,,,,,,,,,,18,14,21,23,18,16,19,14,17,13,44,46,64,79,69,59,77,43,42,20,23,22,16,23,43,24.0,14,16,12,84,80,78,80,83,45.0,30+3,30+3,30+3,26,28,28,28,26,26+3,26+3,26+3,27+3,25+3,25+3,25+3,27+3,28+3,25+3,25+3,25+3,28+3,27+3,26+3,26+3,26+3,27+3,81+2,https://cdn.sofifa.net/players/226/331/22_120.png
227281,/player/227281/kristine-minde/220069,22,69,2022-08-18,K. Minde,Kristine Minde,"LB, LM",82,82,,,28,1992-08-08,169,64,,,,,,,,,,,36,Norway,113007.0,SUB,22.0,Left,4,3,2,High/Medium,Normal (170-),Yes,,,Speed Dribbler (AI),87.0,78.0,80.0,79.0,77.0,71.0,81,80,81,82,75,78,84,71,78,80,89,85,79,79,80,78,76,87,63,78,69,78,76,76,69,74.0,75,78,77,13,9,14,9,17,,79+2,79+2,79+2,80,80,80,80,80,79+2,79+2,79+2,81+1,79+2,79+2,79+2,81+1,80+2,78+2,78+2,78+2,80+2,80+2,76+2,76+2,76+2,80+2,19+2,https://cdn.sofifa.net/players/227/281/22_120.png
233749,/player/233749/sari-van-veenendaal/220069,22,69,2022-08-18,S. van Veenendaal,Sari van Veenendaal,GK,82,82,,,31,1990-04-03,180,72,,,,,,,,,,,34,Netherlands,113011.0,GK,1.0,Right,2,1,3,Medium/Medium,Normal (170-185),Yes,,,Comes For Crosses,,,,,,,16,12,16,26,14,16,12,16,17,24,30,37,32,79,46,57,84,24,70,12,36,17,12,33,15,57.0,16,17,17,81,80,76,79,85,33.0,29+3,29+3,29+3,25,28,28,28,25,26+3,26+3,26+3,26+3,26+3,26+3,26+3,26+3,26+3,27+3,27+3,27+3,26+3,25+3,30+3,30+3,30+3,25+3,81+1,https://cdn.sofifa.net/players/233/749/22_120.png
233343,/player/233343/ali-riley/220069,22,69,2022-08-18,A. Riley,Alexandra Lowe Riley,"RB, LB",80,80,,,33,1987-10-30,164,54,,,,,,,,,,,198,New Zealand,113258.0,LB,7.0,Left,3,4,3,High/Medium,Stocky (170-),No,,#Crosser,Leadership,76.0,76.0,79.0,79.0,76.0,74.0,87,79,70,77,65,79,81,79,78,81,76,76,73,82,72,72,61,77,76,75,67,80,78,77,81,73.0,76,75,76,11,13,8,13,8,,77+3,77+3,77+3,79,78,78,78,79,78+2,78+2,78+2,79+1,78+2,78+2,78+2,79+1,79+1,77+3,77+3,77+3,79+1,78+2,75+3,75+3,75+3,78+2,19+3,https://cdn.sofifa.net/players/233/343/22_120.png
226325,/player/226325/ali-krieger/220069,22,69,2022-08-18,A. Krieger,Alexandra Blaire Krieger,"CB, RB",79,79,,,36,1984-07-28,168,60,,,,,,,,,,,95,United States,113009.0,SUB,11.0,Right,3,3,3,Medium/Medium,Normal (170-),Yes,,,,72.0,62.0,77.0,73.0,79.0,77.0,77,55,81,80,62,72,67,66,76,77,72,72,54,80,74,78,63,80,74,60,83,78,52,77,73,78.0,80,78,77,14,7,8,14,11,,69+3,69+3,69+3,70,70,70,70,70,71+3,71+3,71+3,73+3,75+3,75+3,75+3,73+3,78+1,78+1,78+1,78+1,78+1,78+1,78+1,78+1,78+1,78+1,19+3,https://cdn.sofifa.net/players/226/325/22_120.png
227113,/player/227113/emily-van-egmond/220069,22,69,2022-08-18,E. van Egmond,Emily Louise van Egmond,"CM, CAM, CF",79,79,,,27,1993-07-12,179,70,,,,,,,,,,,195,Australia,112998.0,CM,10.0,Right,3,4,3,Medium/Low,Lean (170-185),Yes,,,"Long Passer (AI), Long Shot Taker (AI)",62.0,72.0,76.0,72.0,70.0,83.0,71,66,76,75,63,72,78,78,80,77,62,62,59,86,44,81,61,87,86,75,74,73,82,80,85,87.0,69,69,64,11,14,9,15,16,,75+3,75+3,75+3,73,75,75,75,73,75+3,75+3,75+3,75+3,78+1,78+1,78+1,75+3,73+3,76+3,76+3,76+3,73+3,72+3,73+3,73+3,73+3,72+3,22+3,https://cdn.sofifa.net/players/227/113/22_120.png
233854,/player/233854/anouk-dekker/220069,22,69,2022-08-18,A. Dekker,Marieke Anouk Dekker,"CB, CDM",79,79,,,34,1986-11-15,182,70,,,,,,,,,,,34,Netherlands,113011.0,SUB,26.0,Right,2,2,2,Low/High,Normal (170-185),No,,#Strength,Injury Prone,50.0,65.0,71.0,63.0,81.0,84.0,67,60,82,77,52,64,66,58,76,65,44,55,46,64,46,82,68,76,92,64,78,82,67,66,63,84.0,83,80,77,13,16,10,17,8,,68+2,68+2,68+2,63,65,65,65,63,65+2,65+2,65+2,65+2,71+2,71+2,71+2,65+2,72+2,77+2,77+2,77+2,72+2,73+2,79,79,79,73+2,19+2,https://cdn.sofifa.net/players/233/854/22_120.png
262330,/player/262330/catarina-cantanhede-macario/220069,22,69,2022-08-18,Catarina Macário,Catarina Cantanhede Macário,"CAM, ST",79,86,,,21,1999-10-04,165,64,,,,,,,,,,,95,United States,113009.0,SUB,22.0,Right,3,3,1,High/Medium,Normal (170-),No,,,,82.0,78.0,75.0,80.0,49.0,74.0,75,79,74,78,73,79,85,64,69,82,83,82,75,77,89,74,62,84,70,81,72,47,84,75,80,74.0,44,50,38,12,7,14,7,13,,79+2,79+2,79+2,79,80,80,80,79,79+2,79+2,79+2,79+2,75+2,75+2,75+2,79+2,66+2,64+2,64+2,64+2,66+2,64+2,59+2,59+2,59+2,64+2,17+2,https://cdn.sofifa.net/players/262/330/22_120.png
227115,/player/227115/katrina-gorry/220069,22,69,2022-08-18,K. Gorry,Katrina-Lee Gorry,"CM, CAM",78,78,,,28,1992-08-13,154,54,,,,,,,,,,,195,Australia,112998.0,SUB,26.0,Right,4,4,3,Medium/Medium,Normal (170-),Yes,,,Long Shot Taker (AI),75.0,71.0,76.0,81.0,65.0,58.0,64,67,31,79,62,78,74,78,73,82,80,71,86,79,94,76,66,67,42,78,86,69,80,84,61,81.0,72,68,59,15,17,10,7,15,,70+3,70+3,70+3,77,77,77,77,77,79-1,79-1,79-1,76+2,77+1,77+1,77+1,76+2,71+3,73+3,73+3,73+3,71+3,69+3,64+3,64+3,64+3,69+3,21+3,https://cdn.sofifa.net/players/227/115/22_120.png
